txn_id,amount,hour,day_of_week,latitude,longitude,city,device_id,transaction_frequency,user_avg_amount,is_new_device,amount_to_avg_ratio,is_night,is_fraud
TXN021413,849.2,8,3,17.478506,78.382187,Hyderabad,DEV_8694,5,1084.65,0,0.7822,0,0
TXN021414,193.2,16,0,13.173178,80.458611,Chennai,DEV_3404,4,207.7,0,0.9257,0,0
TXN021415,8210.0,15,0,25.511265,85.170374,Patna,DEV_3555,5,7348.13,1,1.1171,0,0
TXN021416,86570.0,9,2,20.919966,72.807412,Surat,DEV_2716,2,85360.91,0,1.0142,0,0
TXN021417,16958.0,8,4,17.480022,78.294255,Hyderabad,DEV_9436,1,21827.85,1,0.7769,0,0
TXN021418,433.2,22,5,17.231169,78.665834,Hyderabad,DEV_2749,3,495.29,1,0.8729,1,0
TXN021419,7970.0,9,3,18.568692,73.894399,Pune,DEV_6141,1,6504.34,1,1.2251,0,0
TXN021420,2210.8,6,4,26.741284,75.931976,Jaipur,DEV_4060,1,2783.38,0,0.794,0,0
TXN021421,19314.0,15,3,28.624313,77.431353,Delhi,DEV_8673,4,25033.93,0,0.7715,0,0
TXN021422,10014.0,18,0,17.362002,78.589349,Hyderabad,DEV_7204,2,12783.6,1,0.7833,0,0
TXN021423,360.4,19,1,26.953442,80.747359,Lucknow,DEV_1787,5,453.68,0,0.7926,0,0
TXN021424,4850.0,22,1,21.226603,78.887773,Nagpur,DEV_8854,5,5499.71,0,0.8817,1,0
TXN021425,454.0,17,6,28.47941,77.260766,Delhi,DEV_6717,3,481.93,0,0.9401,0,0
TXN021426,509.2,5,2,28.669687,77.042028,Delhi,DEV_9376,4,643.1,0,0.7906,1,0
TXN021427,529.2,14,4,17.149418,78.29208,Hyderabad,DEV_3322,2,614.84,0,0.8593,0,0
TXN021428,8129.2,6,2,19.23833,73.13382,Mumbai,DEV_5843,3,9299.02,0,0.8741,0,0
TXN021429,13722.0,7,4,23.098062,72.432828,Ahmedabad,DEV_4667,5,15153.79,1,0.9055,0,0
TXN021430,2411.6,11,2,25.632951,85.263763,Patna,DEV_9267,4,2828.85,1,0.8522,0,0
TXN021431,489.2,13,2,13.059476,77.370451,Bangalore,DEV_5957,3,516.25,0,0.9458,0,0
TXN021432,915.6,14,3,22.308727,88.079052,Kolkata,DEV_5453,4,896.66,1,1.02,0,0
TXN021433,52946.8,23,0,22.866158,88.377247,Kolkata,DEV_7852,5,59390.98,1,0.8915,1,0
TXN021434,129.2,17,2,25.470184,84.853004,Patna,DEV_6227,5,153.4,0,0.8368,0,0
TXN021435,1264.4,12,5,28.465964,77.008777,Delhi,DEV_5734,5,1315.34,0,0.9605,0,0
TXN021436,7970.0,15,0,28.377229,76.939105,Delhi,DEV_9568,4,7317.61,0,1.089,0,0
TXN021437,153.2,13,6,12.759113,77.449282,Bangalore,DEV_7158,3,174.56,0,0.8726,0,0
TXN021438,1488.4,9,2,18.992441,72.633408,Mumbai,DEV_5650,1,1438.56,0,1.0339,0,0
TXN021439,193.2,7,0,17.680273,78.592175,Hyderabad,DEV_6865,1,222.55,0,0.8642,0,0
TXN021440,40050.0,11,4,23.194984,72.620997,Ahmedabad,DEV_5013,4,42516.98,0,0.942,0,0
TXN021441,882.0,9,1,25.815421,85.053046,Patna,DEV_7186,5,958.44,0,0.9193,0,0
TXN021442,208.4,13,6,13.194713,77.384598,Bangalore,DEV_2013,4,245.64,0,0.845,0,0
TXN021443,5249.2,20,2,28.547386,77.456546,Delhi,DEV_7716,3,5804.18,0,0.9042,0,0
TXN021444,517.2,13,2,26.814363,75.567949,Jaipur,DEV_8025,4,427.16,0,1.208,0,0
TXN021445,850.0,13,1,23.123187,72.736941,Ahmedabad,DEV_6137,1,685.08,1,1.2389,0,0
TXN021446,6370.0,16,4,25.371999,84.913299,Patna,DEV_7704,5,7505.49,1,0.8486,0,0
TXN021447,13606.0,12,2,22.627824,88.534294,Kolkata,DEV_4552,1,10989.79,0,1.2379,0,0
TXN021448,208.4,10,3,23.180086,77.633476,Bhopal,DEV_5890,3,232.36,0,0.893,0,0
TXN021449,193.2,18,0,13.20492,80.552854,Chennai,DEV_8848,4,155.66,1,1.2332,0,0
TXN021450,850.0,13,4,27.030319,80.85717,Lucknow,DEV_4371,4,797.4,0,1.0646,0,0
TXN021451,762.8,18,2,22.75984,72.471225,Ahmedabad,DEV_1824,4,729.64,1,1.044,0,0
TXN021452,232847.6,11,4,25.58671,85.316143,Patna,DEV_8309,1,221992.53,0,1.0489,0,0
TXN021453,1489.2,8,3,13.380169,80.06447,Chennai,DEV_8130,5,1386.14,0,1.0736,0,0
TXN021454,902.0,8,2,28.476074,77.124773,Delhi,DEV_1579,2,1147.71,0,0.7852,0,0
TXN021455,130.0,18,6,26.786124,81.154772,Lucknow,DEV_1719,1,160.84,1,0.8033,0,0
TXN021456,8658.0,6,5,28.426866,77.13472,Delhi,DEV_1580,3,10806.14,0,0.8011,0,0
TXN021457,9741.2,17,5,26.63094,75.630912,Jaipur,DEV_4848,5,11036.91,0,0.8825,0,0
TXN021458,52930.0,9,5,12.816804,80.557797,Chennai,DEV_9039,3,54045.61,1,0.9793,0,0
TXN021459,3770.0,18,1,26.715681,80.654784,Lucknow,DEV_2546,3,4465.53,0,0.8441,0,0
TXN021460,208.4,17,2,21.034852,72.581579,Surat,DEV_5770,1,180.78,0,1.1464,0,0
TXN021461,3130.0,9,6,28.328624,77.445292,Delhi,DEV_7475,1,3748.85,0,0.8347,0,0
TXN021462,1958.0,12,3,22.483322,88.197798,Kolkata,DEV_3300,4,1738.99,0,1.1253,0,0
TXN021463,130.0,18,2,26.299253,80.277767,Kanpur,DEV_2462,4,127.66,0,1.0104,0,0
TXN021464,8620.4,11,3,23.057343,77.675582,Bhopal,DEV_8285,5,8439.92,0,1.0213,0,0
TXN021465,1038.8,23,1,22.989613,72.846837,Ahmedabad,DEV_2155,4,1015.92,0,1.0215,1,0
TXN021466,802.8,7,5,28.51161,77.217036,Delhi,DEV_6226,1,873.64,0,0.9179,0,0
TXN021467,2470.0,20,6,25.304272,85.034044,Patna,DEV_9803,5,2760.17,1,0.8945,0,0
TXN021468,24362.0,11,0,23.394635,77.299507,Bhopal,DEV_3150,1,20503.76,0,1.1881,0,0
TXN021469,6978.0,14,6,25.422075,85.044543,Patna,DEV_1153,1,6932.42,0,1.0064,0,0
TXN021470,2482.8,14,0,28.447607,77.227627,Delhi,DEV_4058,5,2953.85,0,0.8402,0,0
TXN021471,3768.4,13,5,21.205074,79.252567,Nagpur,DEV_1347,4,3593.33,0,1.0484,0,0
TXN021472,810.0,17,5,21.270535,78.795503,Nagpur,DEV_4393,3,747.73,1,1.0818,0,0
TXN021473,6042.0,8,6,12.896624,77.358755,Bangalore,DEV_4085,2,7789.52,1,0.7756,0,0
TXN021474,130.0,16,3,23.28808,77.60965,Bhopal,DEV_6780,3,168.69,0,0.7661,0,0
TXN021475,10448.4,17,6,12.897614,80.305779,Chennai,DEV_8739,2,9011.27,0,1.1594,0,0
TXN021476,1260.4,8,0,26.728063,80.396226,Kanpur,DEV_3436,3,1287.74,0,0.978,0,0
TXN021477,2930.0,10,6,26.230883,80.234248,Kanpur,DEV_2406,5,2800.82,0,1.0457,0,0
TXN021478,208.4,14,1,21.030108,72.574076,Surat,DEV_4167,3,262.17,0,0.7919,0,0
TXN021479,21250.0,13,3,22.979956,77.332651,Bhopal,DEV_3415,5,25933.34,0,0.8194,0,0
TXN021480,8054.0,17,1,25.538491,85.256493,Patna,DEV_7598,5,8265.68,0,0.9743,0,0
TXN021481,358.0,7,6,21.376748,79.241342,Nagpur,DEV_7910,1,352.33,0,1.0132,0,0
TXN021482,1598.8,18,3,26.949003,75.556941,Jaipur,DEV_5659,5,1878.93,0,0.8505,0,0
TXN021483,1307.6,16,4,23.324011,77.399881,Bhopal,DEV_6222,4,1203.02,0,1.086,0,0
TXN021484,5952.4,14,6,18.598219,73.74271,Pune,DEV_1997,4,6578.34,0,0.9047,0,0
TXN021485,3089.2,15,2,23.083225,77.232898,Bhopal,DEV_1147,5,2610.76,1,1.1828,0,0
TXN021486,902.0,14,5,26.587003,81.089971,Lucknow,DEV_1090,4,913.43,0,0.9864,0,0
TXN021487,16611.6,8,3,22.677112,88.443861,Kolkata,DEV_7841,1,20772.04,0,0.7997,0,0
TXN021488,224.4,13,0,21.328597,78.829817,Nagpur,DEV_5259,3,229.43,0,0.9738,0,0
TXN021489,1650.0,16,0,18.750707,74.061876,Pune,DEV_1121,4,2077.21,0,0.794,0,0
TXN021490,153.2,12,3,26.651829,80.034085,Kanpur,DEV_5560,5,192.29,1,0.7926,0,0
TXN021491,477.2,12,6,22.477727,88.603137,Kolkata,DEV_7439,3,510.64,0,0.9327,0,0
TXN021492,8394.0,6,0,28.511344,77.097753,Delhi,DEV_3937,4,10444.65,0,0.8036,0,0
TXN021493,292.4,9,2,26.999133,80.648558,Lucknow,DEV_8335,3,299.1,0,0.9743,0,0
TXN021494,1768.4,8,0,23.308288,72.862434,Ahmedabad,DEV_9468,5,2050.96,0,0.8618,0,0
TXN021495,2013.2,22,5,27.120599,75.57246,Jaipur,DEV_8753,5,1825.62,0,1.1021,1,0
TXN021496,153.2,14,5,23.507943,77.236225,Bhopal,DEV_7150,5,130.0,0,1.1695,0,0
TXN021497,11170.0,20,0,18.375607,73.861332,Pune,DEV_3306,2,10520.76,0,1.0616,0,0
TXN021498,1250.0,11,4,18.41306,74.006794,Pune,DEV_4699,5,1166.98,0,1.0702,0,0
TXN021499,1099.6,6,5,26.647745,81.082914,Lucknow,DEV_4356,5,899.01,0,1.2218,0,0
TXN021500,590.8,12,1,17.500003,78.393822,Hyderabad,DEV_6228,5,612.92,0,0.9623,0,0
TXN021501,1250.0,12,3,12.956269,77.663424,Bangalore,DEV_1397,4,1124.66,0,1.1105,0,0
TXN021502,2050.0,20,5,28.904835,77.446274,Delhi,DEV_4277,4,2651.3,0,0.7729,0,0
TXN021503,4049.2,10,2,23.074301,77.528324,Bhopal,DEV_6515,1,4134.58,1,0.9791,0,0
TXN021504,50.0,20,5,17.622066,73.27164,Pune,DEV_NEW_99631,15,15.92,1,2.9551,0,1
TXN021505,474.0,8,0,18.326518,73.953976,Pune,DEV_5575,5,484.47,0,0.9764,0,0
TXN021506,899.6,18,2,23.109305,77.458621,Bhopal,DEV_4641,3,1099.7,0,0.8173,0,0
TXN021507,1637.2,14,5,27.049431,76.036068,Jaipur,DEV_4217,5,2101.75,0,0.7786,0,0
TXN021508,30101.2,23,0,19.34525,72.708202,Mumbai,DEV_3577,4,37102.2,1,0.8113,1,0
TXN021509,765.2,12,0,21.026507,79.065836,Nagpur,DEV_4460,2,889.19,1,0.8596,0,0
TXN021510,18950.0,13,1,21.291612,72.671523,Surat,DEV_7966,3,19661.23,0,0.9638,0,0
TXN021511,450.0,15,1,23.438289,77.607093,Bhopal,DEV_2773,1,544.25,0,0.8253,0,0
TXN021512,153.2,20,2,26.6414,80.338301,Kanpur,DEV_3057,3,133.19,1,1.1417,0,0
TXN021513,8358.0,21,4,17.206122,78.480956,Hyderabad,DEV_1309,1,9459.75,1,0.8834,0,0
TXN021514,2754.0,8,3,26.561077,81.104732,Lucknow,DEV_9461,2,2957.62,0,0.9308,0,0
TXN021515,12318.0,14,6,27.137639,80.666421,Lucknow,DEV_6799,4,12307.11,1,1.0008,0,0
TXN021516,6113.2,19,3,22.769039,72.58923,Ahmedabad,DEV_6623,5,5585.56,0,1.0943,0,0
TXN021517,849.2,7,5,18.408965,73.844049,Pune,DEV_5371,4,918.08,0,0.924,0,0
TXN021518,370.0,21,4,25.587529,85.04859,Patna,DEV_7237,4,378.3,0,0.9755,0,0
TXN021519,18774.8,0,2,17.300932,78.299738,Hyderabad,DEV_9913,2,15704.25,0,1.1954,1,0
TXN021520,3594.0,6,5,18.631762,73.748749,Pune,DEV_4245,4,4059.91,1,0.885,0,0
TXN021521,6886.0,12,1,13.061165,80.081716,Chennai,DEV_8219,2,6109.02,0,1.127,0,0
TXN021522,130.0,14,2,23.311846,77.463074,Bhopal,DEV_7081,4,153.76,0,0.84,0,0
TXN021523,450.0,10,6,28.897222,77.177383,Delhi,DEV_2712,2,394.44,0,1.138,0,0
TXN021524,40330.0,8,0,20.954913,72.735267,Surat,DEV_4049,3,35994.9,0,1.1204,0,0
TXN021525,1765.2,4,4,27.190269,75.817018,Jaipur,DEV_6573,4,1531.46,0,1.1519,1,0
TXN021526,406.0,17,3,18.410658,73.587945,Pune,DEV_8593,3,510.45,0,0.7938,0,0
TXN021527,10073.2,11,3,23.075553,77.384956,Bhopal,DEV_3814,4,12930.68,0,0.779,0,0
TXN021528,5614.0,22,6,18.341463,73.892832,Pune,DEV_2114,2,5250.4,1,1.069,1,0
TXN021529,850.0,19,5,28.904245,77.123364,Delhi,DEV_2586,3,1067.92,0,0.7952,0,0
TXN021530,5650.0,10,1,13.160973,77.402126,Bangalore,DEV_2614,2,5587.82,0,1.0109,0,0
TXN021531,798.0,9,4,13.04138,77.628727,Bangalore,DEV_2730,2,1021.39,0,0.7805,0,0
TXN021532,652.4,0,3,18.215419,72.01451,Mumbai,DEV_9137,10,122.71,0,5.2736,1,1
TXN021533,7970.0,5,6,12.886406,80.416936,Chennai,DEV_4433,3,7995.48,1,0.9967,1,0
TXN021534,82358.0,9,4,23.400738,77.297376,Bhopal,DEV_7937,1,86182.3,0,0.9556,0,0
TXN021535,5446.0,9,5,22.757236,72.808635,Ahmedabad,DEV_3055,3,4864.7,0,1.1193,0,0
TXN021536,723.6,8,6,28.7781,77.365739,Delhi,DEV_1047,1,809.76,1,0.8925,0,0
TXN021537,529.2,8,1,28.753504,77.437736,Delhi,DEV_5531,2,673.28,0,0.7848,0,0
TXN021538,3650.0,9,1,12.881163,80.125857,Chennai,DEV_4312,3,4686.86,0,0.7786,0,0
TXN021539,28050.0,18,2,22.832188,72.349231,Ahmedabad,DEV_3526,5,30343.56,0,0.9244,0,0
TXN021540,1179.6,15,5,21.198427,72.583568,Surat,DEV_9231,2,1035.56,0,1.138,0,0
TXN021541,2690.0,8,2,22.56228,88.46517,Kolkata,DEV_7299,1,2991.64,1,0.8989,0,0
TXN021542,6118.8,15,4,17.568337,78.248517,Hyderabad,DEV_8158,2,5876.19,1,1.0411,0,0
TXN021543,663.6,12,2,21.316724,72.688055,Surat,DEV_4745,2,827.64,1,0.8008,0,0
TXN021544,5774.8,6,6,28.553658,77.047933,Delhi,DEV_2322,4,5355.85,1,1.078,0,0
TXN021545,210.0,3,4,25.751774,85.812903,Patna,DEV_8684,11,56.34,0,3.6624,1,1
TXN021546,121.2,8,2,22.960913,72.820019,Ahmedabad,DEV_9834,3,122.84,1,0.9787,0,0
TXN021547,500.4,11,4,13.151231,77.313107,Bangalore,DEV_4445,1,639.86,0,0.7808,0,0
TXN021548,7794.0,8,0,25.824855,85.301145,Patna,DEV_8336,5,8504.15,1,0.9164,0,0
TXN021549,449.2,19,5,23.161965,77.251156,Bhopal,DEV_5570,2,479.77,1,0.9343,0,0
TXN021550,849.2,8,5,26.629159,80.419776,Kanpur,DEV_7080,4,716.22,0,1.184,0,0
TXN021551,130.0,14,2,28.488535,77.053583,Delhi,DEV_9754,1,155.51,0,0.8306,0,0
TXN021552,30638.8,11,1,23.118151,72.507707,Ahmedabad,DEV_1113,2,37892.72,0,0.8085,0,0
TXN021553,8182.0,19,3,21.309696,79.204113,Nagpur,DEV_6980,1,8994.09,0,0.9096,0,0
TXN021554,130.0,9,1,19.031536,73.169014,Mumbai,DEV_1939,5,163.95,0,0.7881,0,0
TXN021555,4525.2,8,4,26.55832,80.961846,Lucknow,DEV_8306,1,4210.75,0,1.0744,0,0
TXN021556,121.2,9,5,23.531747,77.407419,Bhopal,DEV_9654,2,105.77,0,1.1352,0,0
TXN021557,421.2,9,5,27.125239,75.878569,Jaipur,DEV_9810,3,359.04,0,1.1699,0,0
TXN021558,6046.8,8,2,13.281183,80.156094,Chennai,DEV_1669,3,7795.73,1,0.7756,0,0
TXN021559,2048.4,10,4,12.944351,80.509548,Chennai,DEV_4375,4,1785.18,0,1.1468,0,0
TXN021560,121.2,10,1,26.856017,75.862101,Jaipur,DEV_6578,2,146.8,1,0.82,0,0
TXN021561,23970.0,20,3,17.508938,78.418308,Hyderabad,DEV_8143,2,26630.59,0,0.9001,0,0
TXN021562,1848.4,17,2,28.356209,76.965724,Delhi,DEV_8320,3,2330.58,1,0.7928,0,0
TXN021563,440.4,11,4,26.251459,80.573244,Kanpur,DEV_3051,5,538.46,0,0.8164,0,0
TXN021564,1010.0,17,1,21.000621,73.087113,Surat,DEV_4048,2,1072.47,0,0.9409,0,0
TXN021565,850.0,16,6,23.510714,77.298642,Bhopal,DEV_2124,2,849.68,0,0.9992,0,0
TXN021566,110.8,12,5,19.009553,72.937916,Mumbai,DEV_8774,4,133.27,0,0.8252,0,0
TXN021567,409.2,7,1,13.158675,80.000333,Chennai,DEV_6111,1,423.48,1,0.964,0,0
TXN021568,1444.4,12,5,12.751473,77.727329,Bangalore,DEV_1656,2,1267.74,1,1.1385,0,0
TXN021569,723.6,15,3,18.631427,73.95962,Pune,DEV_5437,3,861.89,1,0.8386,0,0
TXN021570,294.8,7,0,12.994083,80.246594,Chennai,DEV_6518,3,310.44,1,0.9466,0,0
TXN021571,3250.0,10,2,26.532607,80.357637,Kanpur,DEV_3746,5,3433.82,0,0.9462,0,0
TXN021572,525.2,10,0,17.474918,78.201518,Hyderabad,DEV_9863,4,531.45,0,0.9864,0,0
TXN021573,1250.0,14,6,20.963827,72.925695,Surat,DEV_1752,1,1162.23,0,1.0746,0,0
TXN021574,1566.8,20,0,22.494081,88.290374,Kolkata,DEV_1074,4,1807.14,1,0.8665,0,0
TXN021575,6682.0,11,0,23.214886,72.653999,Ahmedabad,DEV_6064,3,8356.56,0,0.7995,0,0
TXN021576,1810.0,9,6,28.888601,77.42177,Delhi,DEV_6210,1,1605.08,0,1.127,0,0
TXN021577,7249.2,17,6,17.092944,78.313588,Hyderabad,DEV_3964,1,8288.0,0,0.8746,0,0
TXN021578,3739.6,9,1,12.881022,80.205622,Chennai,DEV_6895,4,3835.84,0,0.9747,0,0
TXN021579,407.6,17,5,13.13896,77.706791,Bangalore,DEV_4156,2,435.28,0,0.9343,0,0
TXN021580,45853.2,23,0,18.906515,73.080392,Mumbai,DEV_1053,1,45052.68,0,1.0177,1,0
TXN021581,121.2,2,3,27.113721,75.726785,Jaipur,DEV_2721,5,140.74,0,0.8551,1,0
TXN021582,478.0,12,2,21.048173,72.948694,Surat,DEV_8764,3,448.63,0,1.0631,0,0
TXN021583,951.6,10,4,21.050226,72.907199,Surat,DEV_6219,5,1113.98,1,0.8535,0,0
TXN021584,130.0,11,2,28.564141,77.283941,Delhi,DEV_7539,3,111.03,1,1.1604,0,0
TXN021585,449.2,19,1,12.943668,80.498545,Chennai,DEV_2581,1,554.44,1,0.8087,0,0
TXN021586,1487.6,14,1,12.956916,77.485505,Bangalore,DEV_3234,5,1349.26,1,1.1017,0,0
TXN021587,129.2,8,4,23.198457,77.511899,Bhopal,DEV_3745,1,121.32,0,1.0562,0,0
TXN021588,1848.4,22,0,17.376266,78.296061,Hyderabad,DEV_6432,3,2233.94,1,0.827,1,0
TXN021589,936.4,20,2,27.140202,80.934041,Lucknow,DEV_6197,1,754.09,0,1.2401,0,0
TXN021590,34930.0,7,5,19.28606,72.918849,Mumbai,DEV_8488,4,35154.03,0,0.9936,0,0
TXN021591,7970.0,11,5,17.227262,78.730323,Hyderabad,DEV_7256,3,6856.72,0,1.1622,0,0
TXN021592,3631.6,22,1,12.842348,77.546573,Bangalore,DEV_2229,3,4267.05,0,0.8509,1,0
TXN021593,609.2,15,4,18.305312,74.141047,Pune,DEV_8638,4,780.25,0,0.7798,0,0
TXN021594,22170.0,15,3,27.12052,75.965192,Jaipur,DEV_8541,3,20601.35,0,1.0761,0,0
TXN021595,5316.4,13,5,26.75491,76.02982,Jaipur,DEV_6758,1,6565.87,0,0.8096,0,0
TXN021596,45877.2,10,0,18.908205,72.774287,Mumbai,DEV_5619,5,46240.46,1,0.9921,0,0
TXN021597,970.0,15,3,26.615377,80.667595,Lucknow,DEV_4454,2,831.28,1,1.1655,0,0
TXN021598,12210.0,17,1,26.764009,75.833676,Jaipur,DEV_7609,5,11957.54,0,1.021,0,0
TXN021599,44468.4,15,1,22.312735,88.28877,Kolkata,DEV_3813,1,56202.38,0,0.7912,0,0
TXN021600,5249.2,8,1,28.569438,77.433191,Delhi,DEV_6954,2,6610.82,0,0.7939,0,0
TXN021601,37862.8,7,5,20.878732,79.277766,Nagpur,DEV_8693,1,41314.88,0,0.9164,0,0
TXN021602,5986.0,15,6,13.270997,80.266806,Chennai,DEV_2435,5,7105.19,0,0.8424,0,0
TXN021603,3878.0,9,5,20.864982,79.059083,Nagpur,DEV_2860,2,4266.34,0,0.9088,0,0
TXN021604,8706.0,10,3,18.938127,72.816719,Mumbai,DEV_1397,5,11083.95,0,0.7854,0,0
TXN021605,17282.8,8,3,21.340738,78.98344,Nagpur,DEV_5920,5,14256.5,1,1.2122,0,0
TXN021606,849.2,10,2,25.32295,84.879663,Patna,DEV_6750,1,1061.02,1,0.7996,0,0
TXN021607,1265.2,15,2,19.345255,73.094252,Mumbai,DEV_3516,3,1030.28,0,1.2268,0,0
TXN021608,3370.0,7,0,22.943299,72.354844,Ahmedabad,DEV_6699,2,3929.47,0,0.8574,0,0
TXN021609,930.0,16,2,25.817641,85.25055,Patna,DEV_7124,1,872.53,0,1.0646,0,0
TXN021610,5858.0,4,3,12.981259,80.364917,Chennai,DEV_9867,1,7530.56,1,0.7778,1,0
TXN021611,10842.0,18,1,25.60747,85.226769,Patna,DEV_9629,1,11890.44,1,0.9117,0,0
TXN021612,1713.2,13,3,20.872461,79.030196,Nagpur,DEV_2042,5,2048.46,1,0.8359,0,0
TXN021613,688.4,13,5,26.963355,81.227176,Lucknow,DEV_3974,1,740.17,0,0.9288,0,0
TXN021614,10850.0,21,3,22.933885,72.411835,Ahmedabad,DEV_8461,1,11492.82,0,0.944,0,0
TXN021615,2550.8,11,1,12.678859,77.467494,Bangalore,DEV_3947,3,2139.38,0,1.1918,0,0
TXN021616,729.2,17,3,12.986603,77.69231,Bangalore,DEV_8223,2,730.44,0,0.9969,0,0
TXN021617,25330.0,11,4,12.863276,80.361465,Chennai,DEV_1117,1,26209.75,0,0.9664,0,0
TXN021618,4302.8,8,2,18.786591,74.125775,Pune,DEV_8402,5,4386.7,0,0.9807,0,0
TXN021619,1329.2,13,0,13.342111,80.559613,Chennai,DEV_4628,3,1222.63,0,1.0863,0,0
TXN021620,62841.43,1,3,12.376592,77.199699,Bangalore,DEV_NEW_43803,17,5019.37,1,12.5173,1,1
TXN021621,193.2,18,6,26.58112,80.383641,Kanpur,DEV_3589,1,198.14,0,0.9702,0,0
TXN021622,611.6,14,0,21.426007,79.03471,Nagpur,DEV_8943,2,725.65,0,0.8417,0,0
TXN021623,1489.2,7,5,28.348235,77.295988,Delhi,DEV_9447,1,1477.93,0,1.0069,0,0
TXN021624,46246.8,21,0,25.809206,85.392074,Patna,DEV_4166,4,53243.2,1,0.8686,0,0
TXN021625,1912.4,19,6,13.175957,80.306742,Chennai,DEV_6675,4,1667.13,1,1.1464,0,0
TXN021626,130.0,6,2,21.14886,72.752471,Surat,DEV_2944,2,130.73,0,0.9869,0,0
TXN021627,6116.4,14,2,17.283823,78.587199,Hyderabad,DEV_6281,1,6901.71,1,0.8861,0,0
TXN021628,89.2,21,4,23.293417,77.439156,Bhopal,DEV_1397,2,95.19,1,0.9273,0,0
TXN021629,1330.0,9,6,18.793481,72.592097,Mumbai,DEV_5724,1,1117.97,1,1.1886,0,0
TXN021630,40050.0,14,2,21.311001,79.376999,Nagpur,DEV_2976,3,38479.24,0,1.0408,0,0
TXN021631,130.0,20,5,28.582797,77.453449,Delhi,DEV_8551,3,121.69,1,1.0596,0,0
TXN021632,11489.2,10,3,21.432633,79.342778,Nagpur,DEV_9431,2,13115.41,0,0.8759,0,0
TXN021633,130.0,10,1,21.012303,72.531869,Surat,DEV_5579,5,133.11,0,0.9694,0,0
TXN021634,4849.2,19,6,28.420831,77.34137,Delhi,DEV_9024,3,4117.83,1,1.1773,0,0
TXN021635,1908.4,15,4,22.782188,88.250986,Kolkata,DEV_6011,1,2054.57,0,0.9284,0,0
TXN021636,4042.0,11,2,26.456563,80.61944,Kanpur,DEV_8890,2,3787.77,0,1.0668,0,0
TXN021637,850.0,17,5,21.145856,72.537502,Surat,DEV_9434,1,680.77,0,1.2468,0,0
TXN021638,5570.0,14,6,13.260589,77.3948,Bangalore,DEV_6812,3,5822.22,1,0.9565,0,0
TXN021639,792.4,18,2,26.655738,81.10703,Lucknow,DEV_9111,2,829.28,0,0.9544,0,0
TXN021640,8842.0,16,0,23.382554,77.135619,Bhopal,DEV_7656,5,7160.72,0,1.2346,0,0
TXN021641,360.4,18,4,13.225039,77.720052,Bangalore,DEV_2518,1,338.16,0,1.0626,0,0
TXN021642,130.0,13,5,22.339686,88.545753,Kolkata,DEV_1516,2,107.12,0,1.2024,0,0
TXN021643,2814.8,10,4,23.551777,77.443288,Bhopal,DEV_4060,5,2312.27,0,1.2168,0,0
TXN021644,3379.6,15,6,25.360844,85.056323,Patna,DEV_7389,4,3631.45,0,0.9304,0,0
TXN021645,130.0,8,0,26.504908,80.356257,Kanpur,DEV_4066,5,152.5,1,0.8469,0,0
TXN021646,442.0,14,3,21.1969,78.829904,Nagpur,DEV_3321,3,475.5,1,0.9276,0,0
TXN021647,6110.8,16,4,21.432816,73.078566,Surat,DEV_5903,1,6606.55,0,0.9248,0,0
TXN021648,763.6,5,1,22.844093,72.501437,Ahmedabad,DEV_4883,3,848.51,0,0.8989,1,0
TXN021649,168.4,14,5,27.085138,75.507871,Jaipur,DEV_7853,1,200.09,1,0.8374,0,0
TXN021650,1202.8,11,4,17.186226,78.534524,Hyderabad,DEV_6078,3,1138.08,0,1.0559,0,0
TXN021651,2936.4,19,2,21.045443,78.845443,Nagpur,DEV_2113,2,2884.16,1,1.0178,0,0
TXN021652,12737.2,22,3,21.11242,78.973369,Nagpur,DEV_7048,2,11307.94,0,1.1263,1,0
TXN021653,6135.6,12,0,25.342051,85.153378,Patna,DEV_4797,3,5101.79,1,1.2024,0,0
TXN021654,24766.0,17,3,19.340451,72.682569,Mumbai,DEV_9015,5,31405.47,0,0.7886,0,0
TXN021655,8446.0,17,2,13.078733,80.000569,Chennai,DEV_1524,3,7829.53,0,1.0786,0,0
TXN021656,1169.2,8,0,21.412482,73.128379,Surat,DEV_6488,4,1189.22,0,0.9823,0,0
TXN021657,8690.0,13,0,26.961448,80.74674,Lucknow,DEV_7266,5,7646.68,0,1.1363,0,0
TXN021658,2842.0,13,2,18.622421,74.052494,Pune,DEV_4235,2,3553.82,0,0.7995,0,0
TXN021659,1570.0,8,6,12.981194,77.66884,Bangalore,DEV_3987,4,1973.48,1,0.7951,0,0
TXN021660,3824.4,11,5,18.605471,73.703378,Pune,DEV_5046,3,4431.83,0,0.8627,0,0
TXN021661,122.0,18,4,23.442932,77.428952,Bhopal,DEV_9468,1,154.65,1,0.7838,0,0
TXN021662,409.2,9,4,12.821512,77.529926,Bangalore,DEV_1477,1,469.01,0,0.8706,0,0
TXN021663,562.0,15,1,18.735858,73.997706,Pune,DEV_4618,4,545.55,0,1.0283,0,0
TXN021664,1250.0,20,5,22.516779,88.105159,Kolkata,DEV_1679,4,1443.86,0,0.8651,0,0
TXN021665,489.2,18,2,18.585825,73.781804,Pune,DEV_1862,4,434.2,0,1.1241,0,0
TXN021666,153.2,5,4,26.58438,81.149264,Lucknow,DEV_5264,4,182.13,0,0.8366,1,0
